Date;Heure;No Vol;Aeronef;OD;Secteur
dimanche;15:55;AO165;320;CYO;I
dimanche;15:55;AB492;73H;VRA;I
dimanche;16:00;AA419;320;YYZ;D
dimanche;16:00;AW8757;DH1;YUY;D
dimanche;16:00;AW8821;CR2;YHM;D
dimanche;16:00;AW8902;DH4;YQM;D
dimanche;16:00;AW8964;DH1;YBC;D
dimanche;16:00;BI3516;DH4;YQB;D
dimanche;16:00;BI3531;DH4;YYZ;D
dimanche;16:10;AF880;789;PEK;I
dimanche;16:10;BC1750;319;CCC;I
dimanche;16:10;BC7560;E75;YHZ;D
dimanche;16:10;AW8718;DH3;YQB;D
dimanche;16:15;BC7302;BEH;BDL;T
dimanche;16:15;AX476;DH4;YTZ;D
dimanche;16:15;AB906;320;PUJ;I
dimanche;16:20;AA321;320;YYC;D
dimanche;16:20;BC1746;319;VRA;I
dimanche;16:25;BI3610;DH4;BOS;T
dimanche;16:30;AA435;333;YYZ;D
dimanche;16:30;BC1606;76W;FLL;T
dimanche;16:30;AW7971;DH4;YTZ;D
dimanche;16:35;AG652;73H;VRA;I
dimanche;16:40;AW8975;CR9;YOW;D
dimanche;16:45;AA307;320;YVR;D
dimanche;16:45;AW8494;CR2;EWR;T
dimanche;16:45;BA1910;DH1;YZV;D
dimanche;16:50;BM4899;ER4;PHL;T
dimanche;16:50;AB908;73H;HOG;I
dimanche;16:51;BG3771;CR9;JFK;T
dimanche;16:55;AA783;320;LAX;T
dimanche;17:00;AA835;333;YYZ;D
dimanche;17:00;AW8722;DH4;YQB;D
dimanche;17:00;BI3533;DH4;YYZ;D
dimanche;17:00;AU543;73W;YVR;D
dimanche;17:10;AA781;320;SFO;T
dimanche;17:10;BC1652;321;MIA;T
dimanche;17:10;BC7685;E75;IAH;T
dimanche;17:15;AX478;DH4;YTZ;D
dimanche;17:15;AG308;73H;SNU;I
dimanche;17:19;BO4194;ER4;EWR;T
dimanche;17:20;BC7597;E75;ORD;T
dimanche;17:20;BN3126;CR2;ORD;T
dimanche;17:25;AW8753;DH3;YVO;D
dimanche;17:30;BP5479;CR7;LGA;T
dimanche;17:30;BC1636;76W;MCO;T
dimanche;17:30;AW7973;DH4;YTZ;D
dimanche;17:30;AW8013;CR2;YOW;D
dimanche;17:40;AW8698;DH1;YWK;D
dimanche;17:45;BC7640;E75;LGA;T
dimanche;17:45;AU217;73W;YYC;D
dimanche;17:58;BF6245;CR7;DTW;T
dimanche;17:59;BK3587;ER4;JFK;T
dimanche;18:00;AA423;320;YYZ;D
dimanche;18:00;AW8597;CR9;YWG;D
dimanche;18:00;AW8726;DH3;YQB;D
dimanche;18:00;AW8973;DH4;YOW;D
dimanche;18:00;AJ87;333;ZRH;I
dimanche;18:00;BI3535;DH4;YYZ;D
dimanche;18:05;AW8462;CR2;BOS;T
dimanche;18:10;BJ4738;ER4;ORD;T
dimanche;18:10;AB472;73H;YYZ;D
dimanche;18:15;BK3600;ERD;LGA;T
dimanche;18:15;AX480;DH4;YQG;D
dimanche;18:25;AA668;E90;YYT;D
dimanche;18:25;AA874;77W;FRA;I
dimanche;18:25;BD1643;717;ATL;T
dimanche;18:30;AA309;320;YVR;D
dimanche;18:30;AW7975;DH4;YTZ;D
dimanche;18:40;AW8759;DH1;YUY;D
dimanche;18:45;AA670;320;YHZ;D
dimanche;18:55;AA323;319;YYC;D
dimanche;18:55;AA335;320;YEG;D
dimanche;18:55;BC1857;319;LAS;T
dimanche;18:55;BC7628;E75;LGA;T
dimanche;18:55;BI3453;DH4;YHZ;D
dimanche;18:55;AL252;32B;KEF;I
dimanche;19:00;AA425;321;YYZ;D
dimanche;19:00;BC1936;76W;CMN;I
dimanche;19:05;AW8985;CR9;YOW;D
dimanche;19:10;AW8728;DH4;YQB;D
dimanche;19:10;AX483;DH4;YTM;D
dimanche;19:10;AX484;DH4;YQT;D
dimanche;19:15;AA892;333;FCO;I
dimanche;19:26;AS6228;CR7;IAD;T
dimanche;19:30;AW7977;DH4;YTZ;D
dimanche;19:30;AU597;73H;YYZ;D
dimanche;20:00;AA427;320;YYZ;D
dimanche;20:00;BC1608;76W;FLL;T
dimanche;20:00;BC7599;E75;ORD;T
dimanche;20:00;BC7642;E75;LGA;T
dimanche;20:00;AW8032;CR2;PHL;T
dimanche;20:00;AW8464;CR9;BOS;T
dimanche;20:00;AW8496;CR9;EWR;T
dimanche;20:00;AW8826;CR2;DCA;T
dimanche;20:00;AX485;DH4;YHZ;D
dimanche;20:00;BI3434;DH4;YQB;D
dimanche;20:00;BI3539;DH4;YYZ;D
dimanche;20:01;AI672;332;AMS;I
dimanche;20:05;AW8549;CR2;YYG;D
dimanche;20:05;AW8904;DH4;YQM;D
dimanche;20:10;BC7530;E75;YYT;D
dimanche;20:30;AK475;333;MUC;I
dimanche;20:30;AW7979;DH4;YTZ;D
dimanche;20:35;AX488;DH4;YTZ;D
dimanche;20:40;AW8506;DH3;YFC;D
dimanche;20:50;AW8761;DH3;YUY;D
dimanche;20:55;AA832;788;BRU;I
dimanche;20:55;AA864;789;LHR;I
dimanche;20:55;BC7566;E75;YHZ;D
dimanche;20:55;AW8730;DH4;YQB;D
dimanche;20:55;AW8742;DH1;ZBF;D
dimanche;21:00;AA429;7M8;YYZ;D
dimanche;21:00;AA870;77W;CDG;I
dimanche;21:00;AW8989;DH4;YOW;D
dimanche;21:10;AW8792;DH3;YSJ;D
dimanche;21:10;AQ764;77W;DOH;I
dimanche;21:15;AA311;788;YVR;D
dimanche;21:30;AW8686;DH1;YBG;D
dimanche;21:50;AA834;333;GVA;I
dimanche;21:55;AH94;788;LHR;I
dimanche;22:00;AB710;333;CDG;I
dimanche;22:00;BI3541;DH4;YYZ;D
dimanche;22:30;AN2811;320;MEX;I
dimanche;22:40;AM36;333;IST;I
dimanche;22:45;AE209;788;CMN;I
dimanche;22:55;AW8732;DH4;YQB;D
dimanche;23:10;AC345;77W;CDG;I
dimanche;23:10;AD637;73H;MEX;I
